run_id,epoch,step_in_epoch,global_step,train_loss,train_ppl,grad_norm,grad_over_clip,would_clip,step_ms,tokens_per_sec,max_rss_kb,bad_loss
1774027413,1,269,269,2.538302,12.658158,2.958293,2.958293,1,1702.576,4811.532,50764,0
1774027413,1,270,270,2.546107,12.757340,1.121534,1.121534,1,1702.171,4812.679,50764,0
1774027413,1,271,271,2.481575,11.960081,2.515550,2.515550,1,1760.277,4653.814,50764,0
1774027413,1,272,272,2.505006,12.243628,1.514245,1.514245,1,1874.368,4370.540,50764,0
1774027413,1,273,273,2.540009,12.679791,3.507812,3.507812,1,1858.771,4407.214,50764,0
1774027413,1,274,274,2.597278,13.427135,3.287313,3.287313,1,1782.191,4596.590,50764,0
1774027413,1,275,275,2.544064,12.731303,2.447473,2.447473,1,1788.681,4579.910,50764,0
1774027413,1,276,276,2.557498,12.903495,1.736540,1.736540,1,1823.411,4492.680,50764,0
1774027413,1,277,277,2.493075,12.098420,3.272392,3.272392,1,1927.158,4250.820,50764,0
1774027413,1,278,278,2.540869,12.690698,3.326177,3.326177,1,1777.813,4607.908,50764,0
1774027413,1,279,279,2.487950,12.036574,3.597583,3.597583,1,1763.008,4646.604,50764,0
1774027413,1,280,280,2.540542,12.686547,2.989973,2.989973,1,1673.056,4896.428,50764,0
1774027413,1,281,281,2.485509,12.007236,3.401806,3.401806,1,1689.010,4850.180,50764,0
1774027413,1,282,282,2.521106,12.442353,2.882083,2.882083,1,1699.940,4818.994,50764,0
1774027413,1,283,283,2.526320,12.507394,1.189526,1.189526,1,1704.318,4806.614,50764,0
